Date,Category_Level_8,Link_to_Creative,Spend_USD
2024-09,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5862201378219076315.png,53504.6514
2024-09,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/2158790143525246072.png,42700.1049
2024-09,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,2599953.3388
2024-09,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/619f8468a80e4f35/media,767370.1772
2024-09,Checking Accounts,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,657824.101
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/-7707496996365445141.png,187811.48249999998
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/-8642932949364828267.png,130794.818
2024-09,Consumer Banking,https://s3.amazonaws.com/YM_Ads/P33fRqBRbnlnn3yL9jMZLA.mp4,109327.3662
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,1077766.6019
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,1012703.2463
2024-09,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/664eb6726159d0c8/media,592486.4042
2024-09,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,47947.7298
2024-09,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/7919245615486085121.png,38849.8677
2024-09,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,34013.4223
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/UI5BnN6laEyRRUBz2uGNKA.png,71677.5081
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/-1fcGiWlhK9xtexURsW7Yg.png,69068.9966
2024-09,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ZX2dDxIiLYjKQe7h_p6L5A.png,59744.8107
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cecd048cc703b820/media,22315.2658
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/ef48c83a6c1909b5/media,7728.4096
2024-09,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/6b8ac555db93b80e/media,310.4053
2024-09,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/o6Cum0kKSUb3OV3tJJaqvQ.png,1084.6268
2024-09,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/e78857fedef1eec5/media,421.3455
2024-09,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/bf51c127c177821d/media,179.85559999999998
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,102945.3537
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,60344.9197
2024-09,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/3c212b83b1311e52/media,10261.5516
2024-09,Financial Services,https://s3.amazonaws.com/YM_Ads/1741505979081916080.png,114693.0399
2024-09,Financial Services,https://s3.amazonaws.com/YM_Ads/5281716720818245751.png,90271.069
2024-09,Financial Services,https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,74697.9857
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/2926741121376111280.png,331682.939
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/5668199909030255861.png,190658.3847
2024-09,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-6427751036930311407.png,22483.5274
2024-10,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,8116.462
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,78454.7167
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,72901.5523
2024-10,Business Banking,https://s3.amazonaws.com/YM_Ads/1pk-2IMUYpKRQTU_Tz5SaA.png,38842.7691
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,39298.836
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/9gPT7RBoB-sMFyevkwGp9w.png,29018.0429
2024-10,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,21804.1252
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,734793.2713
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,717039.917
2024-10,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,546418.1893
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-3S6X9HtHWC8JjjkPYg3Kg.png,2298.8046
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/PER5fM-m2bqBMhAX-b_slQ.mp4,596.9728
2024-10,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-GjqgrsLwTowigFb01KY6A.mp4,347.2047
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/7QJaYosuEkmEDN8e7ADAxA.png,40464.968
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,26296.0656
2024-10,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/VATZrfR3Uuzk4T_UvWI7lg.png,6762.9321
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/oPThfY2AtaNbKU88m-Ns6A.png,128310.25
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/rmwUkzZ2fCsBoDLX6bTJKg.png,117355.5273
2024-10,Car Buying Services,https://s3.amazonaws.com/YM_Ads/A_apNdT6GQSujHmMb4y4_A.png,48038.6397
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-2254912833597072302.png,175819.9291
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/2343962102055321901.png,94982.23270000001
2024-10,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-3831681113429126388.png,67901.6215
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-8216113736852200858.png,154858.5499
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/5862201378219076315.png,79537.3608
2024-10,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-3789081946498505929.png,74337.0773
2024-10,Checking Accounts,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,699965.7918
2024-10,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-6746662757719933556.png,570619.6278
2024-10,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,538441.6974
2024-10,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/08465d4193000497/media,970106.8839
2024-10,Consumer Banking,https://s3.amazonaws.com/YM_Ads/9NgrMABP-PJ6UKhE--bSkg.mp4,785270.1987
2024-10,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/e938d6fa265013ee/media,403707.1633
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/1e2c65c6417f12dd/media,518879.7007
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,506479.8261
2024-10,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/59225e228beef78f/media,497027.254
2024-10,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,50443.6909
2024-10,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,34704.7034
2024-10,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/O2-H78JLfJhD26JiPBeMfw.webm,34056.857
2024-10,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,104879.9191
2024-10,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/ta4Oj9x0P6ZMOWdC-4t_MQ.png,101730.4469
2024-10,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/tRFzuLEH34RJuNtREYTyJg.png,67330.6689
2024-10,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/ef48c83a6c1909b5/media,36084.6084
2024-10,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/83a00391bd96cc2b/media,21092.1843
2024-10,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/395e0bbf6b60fb99/media,3443.0691
2024-10,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/6d11bee86ba901e3/media,23817.057099999998
2024-10,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/fa31284c49dfdcd3/media,17876.0247
2024-10,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/21dae193b53c0dee/media,10781.0872
2024-10,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,94629.3798
2024-10,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,73029.163
2024-10,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/46bd7a919eb27c94/media,33469.7852
2024-10,Financial Services,https://s3.amazonaws.com/YM_Ads/4h07THjxkPSJLxf6RCJbxw.mp4,73597.6169
2024-10,Financial Services,https://x-ad-assets.s3.amazonaws.com/media_asset/cf4ffef33bfbd18b/media,68190.4035
2024-10,Financial Services,https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,67520.599
2024-10,Savings Accounts,https://s3.amazonaws.com/YM_Ads/e0yuxvXQFWD-EmenmwcfFA.png,52253.4555
2024-10,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-yGEcHLvCpJo9K47YB5RQg.png,45392.4852
2024-10,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-7406432979526220556.png,41120.3031
2024-11,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,20832.2679
2024-11,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,216100.23
2024-11,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,129149.0414
2024-11,Business Banking,https://s3.amazonaws.com/YM_Ads/1pk-2IMUYpKRQTU_Tz5SaA.png,32858.126000000004
2024-11,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/MtOxTUsp_Nt0g_D65qmacw.png,68682.7968
2024-11,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,23747.6974
2024-11,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,16760.1048
2024-11,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,727429.9807
2024-11,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,644131.7539
2024-11,Business Credit Cards,https://s3.amazonaws.com/YM_Ads/3598717512360308375.png,261472.4733
2024-11,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/8473875215604291989.png,3853.3829
2024-11,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-5759240279881103393.png,3312.2317000000003
2024-11,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/8616063279482390266.png,1619.7608
2024-11,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/zUf1YI-mybtXxokvEsQ4Hg.png,38714.1538
2024-11,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/WwmbcTV5mCfwNv0hkiBVYQ.png,12883.932999999999
2024-11,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/K7ylX5pHzJUWkSnhvCoyiw.png,5697.5826
2024-11,Car Buying Services,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,44885.8756
2024-11,Car Buying Services,https://s3.amazonaws.com/YM_Ads/edkI48H6IMVgEgt-blJatw.mp4,34969.172
2024-11,Car Buying Services,https://s3.amazonaws.com/YM_Ads/1aGGjodIReSiYx2VQEDFVA.png,25030.4521
2024-11,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/_Fh-7OKo9nT-yKzWPTVu2g.png,49728.2494
2024-11,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/2115312501136894425.png,45771.2708
2024-11,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/651284331650241358.png,44966.1587
2024-11,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-2593799882523656222.png,103259.5149
2024-11,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-8629911875326252924.png,91614.8318
2024-11,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/4285677346378217289.png,81053.6407
2024-11,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,546887.2329
2024-11,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/619f8468a80e4f35/media,446455.9189
2024-11,Checking Accounts,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,392193.9768
2024-11,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/08465d4193000497/media,713766.0253
2024-11,Consumer Banking,https://s3.amazonaws.com/YM_Ads/8535314480578865806.png,511292.0273
2024-11,Consumer Banking,https://s3.amazonaws.com/YM_Ads/4ax9BOgIdQo19movTwfooA.mp4,359232.3829
2024-11,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/ede10862c38d1280/media,980658.0469
2024-11,Consumer Credit Cards,https://s3.amazonaws.com/YM_Ads/ZA2v-G3I3yVxlnOVd1bWvQ.png,973541.579
2024-11,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/fc632831e12ea761/media,883193.6709
2024-11,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,54484.5097
2024-11,"Corporate, Institutional, and Wholesale Banking",https://x-ad-assets.s3.amazonaws.com/media_asset/f233b289a5da98f4/media,36495.4138
2024-11,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/O2-H78JLfJhD26JiPBeMfw.webm,34899.145099999994
2024-11,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,169246.1178
2024-11,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/TezFYwEKPmo7eaPhvW9rHw.png,160731.8976
2024-11,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/igAfZ51bPBYGqvOiQK3SRw.png,98748.6201
2024-11,Credit Cards,https://s3.amazonaws.com/YM_Ads/9061301210183800756.png,53611.3074
2024-11,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cecd048cc703b820/media,12414.3702
2024-11,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/ef48c83a6c1909b5/media,8506.448699999999
2024-11,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/2655883329725745036.png,60233.7093
2024-11,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/2fd1f73e16d81a0f/media,20630.6523
2024-11,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/7483d67f917ee23f/media,20016.3343
2024-11,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,96451.6852
2024-11,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,72847.9342
2024-11,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/3c212b83b1311e52/media,26455.5422
2024-11,Financial Services,https://s3.amazonaws.com/YM_Ads/7667870999251460969.png,328064.6442
2024-11,Financial Services,https://s3.amazonaws.com/YM_Ads/h54Xga-tquf2kYnmB9C6Vg.png,122369.6441
2024-11,Financial Services,https://s3.amazonaws.com/YM_Ads/LEq74B4BzS3BbmhIjz9FDA.mp4,90585.8779
2024-11,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-4954060316539940705.png,206894.0499
2024-11,Savings Accounts,https://s3.amazonaws.com/YM_Ads/e0yuxvXQFWD-EmenmwcfFA.png,177193.1851
2024-11,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-yGEcHLvCpJo9K47YB5RQg.png,112849.0139
2024-12,All Categories,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,7698.054099999999
2024-12,Business Banking,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,276939.2974
2024-12,Business Banking,https://s3.amazonaws.com/YM_Ads/IJLKbWtrjnBEAlntMP3lfw.png,117059.8411
2024-12,Business Banking,https://s3.amazonaws.com/YM_Ads/8790410248892662039.png,33288.8952
2024-12,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/_VdI34obhe2SE8BxhfLMHA.png,100797.2635
2024-12,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/MtOxTUsp_Nt0g_D65qmacw.png,53614.8612
2024-12,Business Checking Accounts,https://s3.amazonaws.com/YM_Ads/3U8vE9_0H40ioznQpqf3Kw.png,38833.0365
2024-12,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,434649.5132
2024-12,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,417216.7683
2024-12,Business Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/22388a0f8154ab1c/media,415795.2094
2024-12,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/8473875215604291989.png,23388.8416
2024-12,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/-5759240279881103393.png,14679.679399999999
2024-12,Business Finance & Business Solutions,https://s3.amazonaws.com/YM_Ads/8932583061006196344.png,11893.0816
2024-12,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/4tFQcXKrj2W4HlY4CLEF9w.png,33267.6988
2024-12,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/WwmbcTV5mCfwNv0hkiBVYQ.png,28094.484800000002
2024-12,Business Savings Accounts,https://s3.amazonaws.com/YM_Ads/xXlEdunu9OXnNIWJCSDpvA.png,7130.6816
2024-12,Car Buying Services,https://s3.amazonaws.com/YM_Ads/Jmvcxyv5snbJrHiRw4JlUA.png,21261.507
2024-12,Car Buying Services,https://s3.amazonaws.com/YM_Ads/edkI48H6IMVgEgt-blJatw.mp4,10390.7746
2024-12,Car Buying Services,https://s3.amazonaws.com/YM_Ads/v56qF3_-ZvfiVWfoW2Ek1Q.png,7079.3874
2024-12,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/1379911934341841756.png,232436.197
2024-12,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/-6476532520004898461.png,151992.9103
2024-12,Cardholder Benefits,https://s3.amazonaws.com/YM_Ads/5862101591469654619.png,98650.2587
2024-12,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/6363818018803408568.png,27795.3944
2024-12,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/-4960505604667289606.png,23252.4505
2024-12,Certificate of Deposit Accounts,https://s3.amazonaws.com/YM_Ads/6605652837755122257.png,16764.5567
2024-12,Checking Accounts,https://s3.amazonaws.com/YM_Ads/4135872406115760760.png,493904.4532
2024-12,Checking Accounts,https://x-ad-assets.s3.amazonaws.com/media_asset/619f8468a80e4f35/media,489278.201
2024-12,Checking Accounts,https://s3.amazonaws.com/YM_Ads/-570956462416789518.png,486921.4308
2024-12,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/08465d4193000497/media,601178.309
2024-12,Consumer Banking,https://x-ad-assets.s3.amazonaws.com/media_asset/e938d6fa265013ee/media,349774.0148
2024-12,Consumer Banking,https://s3.amazonaws.com/YM_Ads/6676550154921023854.png,254937.6843
2024-12,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/fc632831e12ea761/media,1118586.2471
2024-12,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,885986.8827
2024-12,Consumer Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,816132.0396
2024-12,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/bZYDCfCNDGOcsy2Nx7LF5Q.mp4,29705.4053
2024-12,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/O2-H78JLfJhD26JiPBeMfw.webm,25949.7483
2024-12,"Corporate, Institutional, and Wholesale Banking",https://s3.amazonaws.com/YM_Ads/jL7_gmORk2Ual0j_YZoBDA.webm,17393.9034
2024-12,Coupons & Rebates,https://x-ad-assets.s3.amazonaws.com/media_asset/b69e777af70096a8/media,330890.5415
2024-12,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/49-vjL7e8TH7HKr1S7oKjA.png,177973.6005
2024-12,Coupons & Rebates,https://s3.amazonaws.com/YM_Ads/su_b-Ohr6vk1Fb0Rpi2s1g.png,175933.7896
2024-12,Credit Cards,https://s3.amazonaws.com/YM_Ads/4023294402329316674.png,31433.5288
2024-12,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/63edee1cda177321/media,24823.626
2024-12,Credit Cards,https://x-ad-assets.s3.amazonaws.com/media_asset/cecd048cc703b820/media,7598.9747
2024-12,Credit Reports & Reporting Services,https://s3.amazonaws.com/YM_Ads/2655883329725745036.png,373880.9327
2024-12,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/2fd1f73e16d81a0f/media,54019.8797
2024-12,Credit Reports & Reporting Services,https://x-ad-assets.s3.amazonaws.com/media_asset/5921e8e82bf0942f/media,20323.6759
2024-12,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/682c18a657896c18/media,75389.1348
2024-12,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/0e2b1491eaa6d178/media,63973.2345
2024-12,Finance Careers,https://x-ad-assets.s3.amazonaws.com/media_asset/3c212b83b1311e52/media,20781.7894
2024-12,Financial Services,https://s3.amazonaws.com/YM_Ads/7667870999251460969.png,795875.3079
2024-12,Financial Services,https://s3.amazonaws.com/YM_Ads/4896400170623227510.png,375700.7607
2024-12,Financial Services,https://s3.amazonaws.com/YM_Ads/6966783080882287599.png,267459.4429
2024-12,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-1087682468884149667.png,204897.2169
2024-12,Savings Accounts,https://s3.amazonaws.com/YM_Ads/cwE3dc1g8rBA2JG2pJbxVQ.png,91853.8386
2024-12,Savings Accounts,https://s3.amazonaws.com/YM_Ads/-5552837277266884578.png,57829.9883
